,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_watts,kilojoules,device_watts,average_temp
0,2,"{'id': 47605604, 'resource_state': 1}",Stomping,30469.7,10305,10404,28.3,Run,Run,0.0,10195221783,2023-11-10T15:25:01Z,2023-11-10T15:25:01Z,(GMT+00:00) Europe/London,0.0,,,,26,16,6,2,0,"{'id': 'a10195221783', 'summary_polyline': 'cakyHhte@sAHu@h@An@j@tC?r@CVk@Ma@d@JlEn@vFrCnLd@`EdA~FxC`OKz@vAzEB~Af@bDIzAJtAl@dBx@dI|@jDd@b@t@NTTBd@TNk@`GPzJj@`Fh@`@\\jBTpEl@~BRN`AmA|BgAfAMdBiA`En@p@q@x@@tCZjCj@zDzAZInB`BPt@`@d@rBp@dEVpBYrEDj@pC\\ZzCXTjACv@NlB`BtDvAfAvAxCj@F`A`Ab@hA`CbCq@zF{DfM]xFk@z@n@pCRbQ`@~FL`Gj@nD[\\d@|EPt@pBdD~AtFdF|LpI|MV@\\oAfHvEdIdDdHn@jKq@dEJ~MdEfG`EhD~C|@?ZhALrC?p@[x@t@dCVJz@a@p@`BrA|LXtFMbKi@`Ko@lFqAhFuBxFaAzAg@J_DsEo@]Gr@mCzCgIdLKb@xBhFIv@`@xANAFYWuA{@y@wAeEYOkCpDwIvIwHnEkGjCc@h@cAhCuAnGW`@aA_AYLeBhEmD`EwBjDu@lCiA|BgB~ICxBLnCM`D{@tDk@`Ec@r@w@T|POe@t@_CFTB}@xB\\xJ|@dHtChPtIvQtKrM`KxNlTrSl@VzCpDjAbBtC|HzI~[^n@|BtKPzBn@dC@fAvApDzBlB|GxBrFLrDbA|CVvABjBo@~C}CpCeFjA}CfBgDYw@e@uCa@_H{B{Ow@iIwCyMeByLUmOB}AWqIs@_CaBkAkBiEqB}C{GwI}BkE_@YiBo@eGaAy@gAsHgAUYwBo@sBUiBs@w@u@iCm@kA_AsBYaGcB_EwAsFyDaAqAuB_AsAuBeAUgBuBaBy@s@f@mGnAwCFc@q@iAMr@qF\\iFiA_AbClA~@qHq@m@Ho@vD_KbEcI`EsFlA{AlFyDdQsGxFyClJoH|DuEjC_EJU?e@~DgIh@kCbAoBf@uEz@{CVsClAuEKiBJuKSoCBkC]uKyA_KwEcOeCeDmBqDqA_ByMyIuHgBiDe@gCb@mDG}Gp@uDKwBu@yCiBu@{@gDcFkEqIo@g@sAuC}DyJ}BaEiAaDeA{Fs@}N~@iQl@uEbA_FzB{FjH}IpBiBzDwBrFuAhJo@xCk@~HOjF\\zH_@dDiApFcEdB{@rJeK|QgWbDmGrC_HpAmEpAmArAmDA[mJsKgD}EyCoCqGvBmCZcC|CoHzGg@L{AuAqAsBqAkAy@yA{CwLo@BaBoA}BgA[g@sCmSiCkGqC{E]aB_AgCi@kDQ_G', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.507541900500655, -0.19796638749539852]","[51.48076364770532, -0.19918746314942837]",2.957,5.384,72.1,True,155.2,172.0,False,True,32.1,3.8,10918975039.0,10918975039,garmin_ping_304127256608,False,4,0,False,,,,
1,2,"{'id': 47605604, 'resource_state': 1}",Long Ducker,20687.2,6104,6113,245.2,Run,Run,0.0,10163413076,2023-11-05T08:44:59Z,2023-11-05T08:44:59Z,(GMT+00:00) Europe/London,0.0,,,,39,21,4,4,0,"{'id': 'a10163413076', 'summary_polyline': '_|wyHpy`AEUWSy@cBk@oDoBmDmBqC{@{AWW{Bs@wAD}Af@_@SOq@i@kDEcAc@{B]qDkAiIO_CCaAJiA?mAPc@ZGTw@d@o@j@[My@iAeBk@i@Ye@Es@KgSRmAUuGBu@N_AZk@Me@?[Ze@jFoEbAuAbCgCjCsB`Bw@fBYtCK~C}A~AsA|A{AhAEbBXNe@TeCBiDT}F\\cF~BeAx@q@hHkCXDL~@z@~IVtFDlFG~I]hGcAjKw@nEuAfGK~@KzALjBJTlASxCPpAx@rDpHhF~LrGjN~@jAtAdDbBfDzAdECbAuAdDwBrDUp@]h@i@hBcBpEw@dFw@tB_@f@c@tAU`@gEdAw@`Ey@bBoA\\q@EcD{@{@GqA^{@t@yA\\y@De@CaBw@a@L{@Wm@w@oAsB[[kAg@aAy@eAyB[]kBgBc@K_@c@a@oAQ}Bw@sBeC_EaDwDiA_@mACeCf@[MYcA_@iCMsBW_BSaCa@aDs@wEMqCLwEj@q@v@uBZJDKCSYm@mBkCQcABcEGiED{DR}B@{@YqGFy@f@oAU_@@[xFqFnA_BnCsC`EsCbBY`CCt@O`DyA~BgCz@o@`ACtAXZCNi@H_AZ}LXeEJ_A`FmCjGaC^tB~@hNJdHCfGUnHo@|HsAbJ{AjGU|BXrCTBl@UjCDf@HrA~@jCjGrCnGtDzHvDxI^n@v@z@|BvFx@~AxAnDB~@G\\mAnCyBbEaCnF{@pCu@dFuBhGYd@gFnASn@KfB_@~A[j@m@RiACaCs@aBCu@Fw@n@wBj@aBFeAm@_@CmATmAeBe@gAaCgBsAsAgA}BcCgBc@_@]s@ScAS_CqBuDkCyDeB}Ae@McBSqCd@YEQo@}@iKi@mCiAmIIyAA_Hf@u@\\{@ZqA`@XLAOs@uB}CU}@MyJD{DFeANgAWmH@qANw@R[Q}@hCsC`CmBfEwExDoC~Du@nA@fAa@xBaA~CcDl@WbDLL]hAgWrBcApCaBnFuBHLd@~Ed@vIRzIGbHSvFe@bGmA`Jy@dE{@hDIhBLnBDNPJnD_@v@VhAz@~H|PpA`DtDnIfBtDv@v@zG`PCx@wA|CmD|GiCpHgAxFeAfDi@lAmB~@URkAV[VOj@QjBs@`B]^q@Nk@AaBk@e@KeBIe@FmB~@_BXo@?}Au@cANa@Ce@c@yByC}CcCq@}Ae@q@u@_@y@A', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.57328208908439, -0.3370469715446234]","[51.57316449098289, -0.33728694543242455]",3.389,5.898,73.0,True,166.8,190.0,False,True,114.3,42.9,10885911259.0,10885911259,garmin_ping_303210027920,False,14,0,False,,,,
2,2,"{'id': 47605604, 'resource_state': 1}","Rainy, cold, muddy!",20013.3,6416,6419,150.9,Run,Run,0.0,10142183732,2023-11-01T11:21:16Z,2023-11-01T11:21:16Z,(GMT+00:00) Europe/London,0.0,,,,22,20,6,1,0,"{'id': 'a10142183732', 'summary_polyline': 's_xxHrx{BRMCC@CRAjAg@Dc@Qg@SOwBdBc@Pg@d@{@XgCPe@IaA?uAFy@QmAR{AlA[C[s@QcD?u@IcC@qAFaCJu@HqAJc@Dy@Cw@Hs@A{@SyBWyACkBB_APeAJQ\\wBFu@Lw@p@yBVkAdCuHP}@V{Bl@uBl@oANKbAgCZk@|AgBzA}BXo@aAkB{D{GQc@g@u@qAoCoA_Cu@eAwE}IcCgEwC{FwAgCw@{BKaCAiAJaERwBGu@mAiGYw@[c@AYWWyB}Ag@M{@c@iAOsCAoCf@{@?e@IcDkAsC{@WYEe@l@oHP_DZ_DXwDDu@Gi@]Yc@AoAD}@NqA?YL}@|@[d@s@bBk@Rg@@{@Yk@e@gAmAm@uAQkBUo@sA}@Wk@e@_EYiBWu@[Qi@BwAa@[VsA~AgDrC_AnAc@^eB|BWN_@KYJ}AvBu@tBE@qBq@cB}@iAaAg@Sc@CcAq@sEaBoFi@yACeDWg@B]Me@]eA_CKMuAuC}@_D_BcFe@cAMm@}@k@kASg@a@u@DqASSJ_@h@m@l@i@\\k@v@q@xBg@nCWp@eBlDcA`By@~Ae@p@g@b@c@VyAh@m@`@k@t@Yj@m@zBQrBLtEAfAK|AU~@M`@iClDaA~Ao@fB]n@i@RkRoA_RkBsMiAiBImHw@g@@oFe@q@QeIm@mEi@oG_@_@@u@SqOqAuKmAgCKwGu@sL}@{VcC{G_@mHw@}Du@a@CEPDLNB`A_@fABfF^dB^vDb@dHd@zI~@rHj@r@NtIv@l@NtL~@tCNxQbBfC\\`@PDHx@MfDV`MnAxGd@hBXn[lC\\PJj@FlATfB|@tEPdERZh@`@r@^|@Zf@b@Zd@|EjK~BfG^r@\\^`C`AdFxAxEdBlAXj@Er@g@F?H^NVX`@`@Tb@LzD^pBf@vJxChAn@j@Nb@VvBj@hIC~ATzBh@`A\\nAl@`CxAbAbA|@lAjBnBvAlAtFpFdAl@tElBpE|C|GvDvBfBhBtBhA`Bb@x@Vn@v@bCnBrHx@pBnCjDlBtCfAvA^t@rApFt@`ETdCFvC^jGJhECt@Fz@Nn@\\h@`Ah@|@r@|B|@dDDfAZlBPjHnAhCtAt@Xj@EzGaBhAAd@KVQ^e@bAaBfB}B', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.41002943739295, -0.6389739364385605]","[51.4143577683717, -0.6401901505887508]",3.119,4.747,71.3,True,151.3,167.0,False,True,73.0,21.0,10863600717.0,10863600717,garmin_ping_302570904438,False,1,0,False,,,,
3,2,"{'id': 47605604, 'resource_state': 1}",Afternoon Run,20027.9,6668,6743,110.1,Run,Run,0.0,10120090352,2023-10-28T13:56:10Z,2023-10-28T14:56:10Z,(GMT+00:00) Europe/London,3600.0,,,,12,13,3,4,0,"{'id': 'a10120090352', 'summary_polyline': '_gkyH`te@QUSAKm@aA{CGa@@c@Gq@Ym@?sBKk@?i@Kk@?ZMFFIBk@EcBXOBUa@oAKs@a@wAAi@Mi@[_CIyAQ_ADuAAm@Iq@A_ABMt@ON]_@{JG_ESoCAmCMiBA}BIy@Ay@[cD[yHMaAEuBEcDUsBOoDe@eEGiAMe@?q@SsBkAeGGq@T{Dc@sBCwAi@k@O]Ec@BqAQuHMkAE}B]yB?wAOgAEoBG}@M{EBmBg@}E]uBNm@bCkAD]CsGbAwDfB{Ef@{@|Aw@t@Qr@g@vAg@|@k@JUlB_BJCZi@x@m@pC{AjBmBp@i@`@ONSfHoF|AaB\\IhAx@j@VVZPt@EdNMbFHdEGlA@j@IpHAdEDx@MlHAdFEVE~DBrEEnEMrDG~FA`LT~KLjAZvAVnCz@|GDbBOtA@b@Hx@Lh@n@pIJnCLx@FbA`@jCp@xJCPg@l@o@HeCt@mB^}FtBqBf@sD`BsKbDeB^}Af@a@DMe@YmCBMGs@E}BSkD?{@YkHc@cF?s@QeE?gB[eHSsCMw@EiA[kCu@uJWm@WyAAi@NoD]{BJ{@\\k@DSEuFGeESyG_@wFA{@]_DQu@GaCIw@?m@[cFBsCNaBAaBHaABwANs@H{@j@qBXk@dBgEfA{@~CaBzAg@z@o@pBmB`BeA~BqBdHkFbE_ExBwAZBlC`CJl@C~JKdFDpEMzC?fAHx@MhE?~NUrIE`IG~@D`JUtH@rLVpGClAVlB\\zAd@xCJzAAp@Z|CInB@t@l@~EJhCNz@A|@TrBHVBt@Lz@@jBFz@X`B@d@XlBD`AYZoB`AiDfAaG~AgRpGyGnBc@Ji@CUmC?cASwBGiCUeDE{AD_Be@gG?iAo@iPSeCY}BYcEYsCQy@SkCw@uE@{@R_BAu@U}AFa@h@}AQgP@iA]aGe@uDcAePF{DJqAFwGD]`AiEj@}AlAmChBeBpFaChEuDvByA`KiIhGsEr@KhBhA^d@HbCInL@hCCvBDx@I|CF~@CjDQnBC`BHfBBjJMbEBtBEnDGvAAvDIpFKhDBtC?~KLjFA|BNf@HnAXhBFfAt@|HB|@IdA@f@\\dDJpCd@|DXtEpA~M@r@g@`@qAn@o@JkBv@o@HgI`CwF|BcCn@{@`@aANkCdAoEnAYOi@iISyI]_GCwA[}FO_F?_Ag@oIiAqKGcA', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.50848385877907, -0.1979227177798748]","[51.51121015660465, -0.17567144706845284]",3.004,6.158,71.8,True,152.4,187.0,False,True,29.1,11.9,10840414500.0,10840414500,garmin_ping_301880739128,False,2,1,False,,,,
4,2,"{'id': 47605604, 'resource_state': 1}",Windsor Castle (and back) 🏰👑🦁🇬🇧,21125.5,6381,6397,188.3,Run,Run,0.0,10108983068,2023-10-26T15:23:03Z,2023-10-26T16:23:03Z,(GMT+00:00) Europe/London,3600.0,,,,14,16,1,1,0,"{'id': 'a10108983068', 'summary_polyline': '}_xxHzw{BZ@zAi@Fo@GYQWWGi@\\iB|AmAr@o@LiAAyAXc@EkAJk@Sy@N{@h@gAV{@gA]kJDcBP}AXoKMcBG]QqDJmB?OTuAnA_GfBaGb@_ANg@d@{BHo@Po@Fy@lAeCPo@d@_AdBmCl@mAz@iAN]h@o@DWmDgFiAgByAiCYs@kDqG_@{@cCaE}@qBkEyHYu@uBmDWq@]kAW{CB_FNkC@aAKo@]eAIy@kAeE_AkA_@]_Ag@g@KmBy@oCQaADmBh@_A?e@EeBg@aEwA[_@Cs@jBkUJcBAy@CGa@YaBB}ATgA?]V_AhAaAtBm@Ve@Am@Ou@m@qAwAk@}AEeASs@MS{AkAUk@k@sF_@uAMU[Kc@DwA_@K@_@TiA~AeAlA_@ViA~AaB~AuAhBOHq@O]XcAtAYh@g@xAULoG{DaF{BqAc@yA]wBY_Km@k@Yu@kA_BaDeBmFS_As@mB}@sB]g@q@e@yDgAc@A]JsCtCWd@c@dA]`Co@nBqDzGaAzAw@z@_@VwC~AYXW`@Up@WbAYtCCrAF|EI|B_@t@aChDgAjBqA|Ci@R_OiA}@CgSeBoLoAwR_BkMsAsNmA]Js@UwGo@i^{CWDi`@qDwF]uAWmMeAwCg@[]IDGP?LHR|@_@l@?|RjBbBDvLtA~C@`Fx@fJt@ZCDFnBXpABjXbCjGt@v@P^Pn@Mn@@lGb@tYtCfNdAdGt@XNPl@f@rEl@jCLt@HnDR^hDnBd@f@b@t@vBhF|AlC~AvDTv@f@dAXTpAn@pOdFp@LZE\\_@d@KDXZl@b@\\j@RpD`@zCp@zC|@jFpBlAh@`Bb@zAThI@vATlBp@fD|AvCrBnBfCfAfAtAfAzFrFbB~@xBv@|A|@bDbCzH`EhA`A~D`Fd@p@f@dAn@rB`BxG^jAd@bAh@v@lAvAxBnDnA|A`@`Ad@`Bx@xDd@hCPzAJfE\\bGNnGD~@Pv@`Av@dAl@b@LjAE\\HrAx@lAEv@ZvCj@xBP|B`@rAd@~BxA\\?fGyA`@GHJ@Tu@dDQd@Qv@[p@St@Ov@Y|DAjAIp@@d@HN?iDTwDZmBRs@Vg@j@eCTm@x@cAlAa@b@Y|@kBfC}CnBoCp@e@V]ZSREj@?VRl@LTGn@Fj@MtCCrAW~@e@|@m@', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.41007243655622, -0.6388547457754612]","[51.41022280789912, -0.6385522428900003]",3.311,5.024,71.1,True,161.1,182.0,False,True,73.0,21.0,10828798597.0,10828798597,garmin_ping_301554332585,False,1,0,False,,,,
5,2,"{'id': 47605604, 'resource_state': 1}",Stomach felt awful! Legs felt great!,10014.6,2847,2847,67.6,Run,Run,0.0,10096718117,2023-10-24T14:39:17Z,2023-10-24T15:39:17Z,(GMT+00:00) Europe/London,3600.0,,,,4,7,1,1,0,"{'id': 'a10096718117', 'summary_polyline': 'eaxxHzx{Bd@S~@IXMP[Nu@?UKY[EsAbAk@d@k@ZMROHe@Jg@Fu@PuDNc@A]GSUMCkAVoAj@e@\\a@[U}@Mw@CeFKcA?m@HkADy@ASLuBB}ALgAAs@@mAA{@Ca@YaDDmALu@L_AFWHq@p@qDRy@d@uAb@yB`AqBLu@D{@Rs@PgBLm@f@uAXYRYRc@x@mAb@}@n@w@n@kATWn@cA`@a@Pq@GUw@wA_@c@m@cAMK_@m@u@gBs@_AkAkB[_AYg@Ys@cA_Bo@sA_AuA_A_Bk@s@eAsBWk@[a@O_@Og@]s@Wo@i@w@[s@w@qAc@cAi@oBYu@ESE}@@}AHaELwA?SGy@_@}Bi@mCa@}@]aA[]a@Wy@]oAc@{@e@s@Wy@Gg@@y@F_@Ha@Ni@Fe@@}@Ey@ScDiAiA[q@YO_@@u@J_AHcBdAoMRmBF}AMo@WMg@?wADk@NsA@mAn@_@b@Uz@_@`AQJk@LcAOa@ScA{@a@c@S_@]_ASqBEO]e@w@m@Wm@UgAw@{EQq@Wa@_@BsAYk@ASd@a@Vo@z@eAlA}@p@[l@o@f@g@l@aA~@m@v@]Be@GIH[d@_@`@a@j@Yj@Uv@]Za@MuA}@q@YqAy@eBo@g@_@a@S}Ak@oA[}@[e@I_Fa@eAAw@Io@QoAAQE_@]Yw@w@wA]e@?KWi@o@yA_AuCQ}@]cA]k@_@eAa@w@QWg@]_Du@c@Ss@@@SFMZBxAd@p@HxA^j@`@^j@|@~APt@?TTXTl@H`@T^b@lBp@vB`@f@Rd@XZhAhCNHnBAj@FtB@pA\\h@Hh@?b@Rh@Ln@DjC~@r@Lf@\\h@Td@b@^Rh@Lp@f@HJfAn@bA`@d@^VNbA|@`@R|@j@dAx@rA~@j@f@l@r@b@p@j@bAPT^ZRTd@VfDdAlEfAxHxB|@^t@`@|Bx@XPjD|AzCnAd@HTATIRQ|AkBl@c@nCg@|BMbAHh@?TFz@d@hBp@f@\\j@d@\\d@Vj@f@~A^`BZpBNjA@tAIdBMhAFdA?nBJvATx@Tn@', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.41027066856623, -0.6390116550028324]","[51.41580859199166, -0.615210235118866]",3.518,5.18,70.1,True,156.6,181.0,False,True,72.0,40.3,10816062728.0,10816062728,garmin_ping_301191259100,False,1,0,False,,,,
6,2,"{'id': 47605604, 'resource_state': 1}",Raining 😺 😺 😺 and 🐕🐕🐕,4538.4,1214,1214,53.9,Run,Run,0.0,10062406084,2023-10-18T16:38:53Z,2023-10-18T17:38:53Z,(GMT+00:00) Europe/London,3600.0,,,,4,8,0,1,0,"{'id': 'a10062406084', 'summary_polyline': 'm_xxHzx{BJm@j@C\\MLMJk@Uq@UGWH}@|@aAj@[Ze@TWDkANk@Bi@?i@Fg@Am@I_@Bc@Iu@?c@LG?e@Ta@j@gAx@OTe@h@Yj@qBzBiAjBWZURw@LY?QRg@bAc@xAOr@Qr@YtAILSx@IfAQjBEv@?vA@n@XnG?p@h@lHPrDHnEF~@L`ABx@VnBDx@|@rEd@zAt@`BP^x@rAfAvBHJ^RJJhAvAhChAb@NJHr@Pz@h@d@Th@NP?^Nj@\\lBx@vA~@b@PrAt@h@Hn@Df@PDATe@Lo@Nk@\\s@j@s@f@a@r@}@^o@^iAr@cBZ[b@a@ZkAJOVgB?u@D]L]No@Nw@JkFF]PqAC_@DQTi@XuBFm@Lg@p@iJPsC@c@NkAD_AOaGAsCWaCAeAGg@Ey@?y@IwB?}@O{@MiDMkAGoA@s@S}@Io@EaA@y@MeCSk@Wm@_@c@mAcAKEy@OsABi@F[Jg@j@cAp@e@`@IRKz@?HKd@', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.40999825671315, -0.639010900631547]","[51.40942208468914, -0.6386193819344044]",3.738,5.093,70.8,True,153.5,174.0,False,True,70.6,42.8,10780321058.0,10780321058,garmin_ping_300207899757,False,2,0,False,,,,
7,2,"{'id': 47605604, 'resource_state': 1}",Legs feel epic!,15014.0,4289,4309,150.0,Run,Run,0.0,10055615824,2023-10-17T14:22:09Z,2023-10-17T15:22:09Z,(GMT+00:00) Europe/London,3600.0,,,,5,15,4,1,0,"{'id': 'a10055615824', 'summary_polyline': 'w_xxHhx{BlB_@Ng@?UMe@IMI?mCxA_B`AuAV[LgAAg@FaCE]MaAGcAbA}@v@SIIYSy@EeAFwBA{@E}A?mAV_GAq@Fq@JyDGaAUcBOwBBs@VeBFcAPk@Pw@T{A~@cD`@iBbAgDHq@ZcA|@}ExAmC\\{@jAiBd@m@x@_BpAyADWEY_@g@]q@y@qAcBeDc@s@k@s@_@w@uAkCc@mAw@qAg@iAsEqH_AcB{AaD_A_Bo@wAkAyBg@sBMsAGsBXyHCk@sAuGe@cBWe@yBuAiCaA{@SgCGoAZg@TyBAyGuBu@_@Ia@B{@nAmNh@_H@y@CI[]g@EsABeBPy@B{@n@}AtCKJm@Re@@m@So@k@kAwAi@wAWsBa@e@u@k@]m@QcAYwCk@}B]]g@@iA[e@?a@\\iCvCeA~@eFfGYH_@M]TeB~Bg@tASLoDcBgE_CmEgBgB_@sBW_F]_CGg@ESMQOQ]W}@mAiBY}@w@eD]m@_@cAGm@Ka@e@_B]s@c@i@_@UqCu@_BSo@NaAx@cAfAi@t@W|@_@hCQp@Sf@cAvBs@fAmBhDs@`Ac@^sDvBg@p@Wr@c@|BOhC?fBBnAElCE^Qv@_@t@gAxAoB~CuA|CMPMFg@?sEm@uE]gI{@{D]wFc@a@JA`@ZfCZbBt@fDB|AHrA^j@`Ar@rAn@p@p@z@`BvEtKtAjD^t@hChArBn@x@`@tAX`AZ|B|@dBb@f@C^_@ZIRp@\\b@bAh@dE^bDv@pCz@bHnCh@JrAb@b@H`C@t@Cd@FxCFlB^fAZjAj@zBpA~B~Ab@d@d@t@hAlA~D~D`CzBjAv@x@VnAl@~D|BrA`AdAh@jDjBt@h@f@RrAlAvA~AhDfFb@nAvBbIl@hBp@fA`BhBbAlBPRZj@xArB\\n@j@vBZ~AVx@n@xDL~AHnDb@hI@pCLrBPt@`@^z@b@xA~@~@`@`@JpC?FCDKUsAMc@Iu@GgAOm@_BkBw@u@K_@FUARHVfA|@jAzA^n@^nCN~A?`@EDBFTHpDRnBf@|@FdBh@bBx@b@Zp@Vn@ErEiAxDs@r@g@`@g@Xe@jGcIl@Y^a@b@ErBX\\KlDDxBi@ZQx@m@xAy@z@[`@LBFFz@CPON', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.410049218684435, -0.6389235612004995]","[51.40953155234456, -0.6387179531157017]",3.501,5.116,70.4,True,163.0,188.0,False,True,73.0,35.4,10773278907.0,10773278907,garmin_ping_300029173705,False,4,0,False,,,,
8,2,"{'id': 47605604, 'resource_state': 1}",Legs have finally woken up!,10509.2,3076,3102,102.8,Run,Run,0.0,10025740711,2023-10-12T14:25:11Z,2023-10-12T15:25:11Z,(GMT+00:00) Europe/London,3600.0,,,,1,14,1,1,0,"{'id': 'a10025740711', 'summary_polyline': 'q_xxHhx{Bp@[b@GPIHq@Oq@YIWXa@PWB_@`@c@Z]Lk@^a@NyARi@BQEa@FwB@u@IY?OBa@T_@\\s@\\QNM?KMSm@[uD?_BIsAHcDHk@LwBAw@LyAHqBCy@QwAU}AI}@@mABa@f@cD~@qEhBsG^eATy@`@uBTwBLc@x@}ATk@l@}@Xu@b@w@\\_@f@w@Zo@^e@^m@z@eABKGQs@eAk@sAm@w@Ua@o@iAi@gAYc@o@sAo@aAc@y@[s@gAwB[e@q@mA}@sAq@wAeByCiAaC[g@a@eAe@q@c@w@aBcDq@wCGeA?iETsDAu@_A{Ea@iB[cA[k@c@]q@a@_@OiAg@i@MMIe@Q{@GaBFMFc@Fe@P_@Hg@Hs@AaAWyFiBc@SIIOe@B}@f@mHd@}Ed@oGEy@Y[kBB_@B{@Rq@Ac@Bi@d@o@~@_@v@Yf@a@TMBc@Fm@GKEm@a@Y[u@aAe@{AKkAWy@_@]{DuCyCsBe@Sq@HUN_@Z_EdEID{@z@sB~B_@Z[b@OZEv@Tx@Zb@r@VvDdC~@|Ar@vA`@f@^Zl@\\|Bn@f@RzCt@d@Rf@L~DlAfCz@h@Tp@NnBl@pErB~@^d@Lt@Zd@Bl@WdBeBZCb@L~CLrAl@v@z@\\Lb@b@b@\\b@V`@r@l@h@^`@\\d@JVbAZVEdAPf@Df@Xx@bARNT@vBsA~@q@h@o@RW|AkDVeA@aAAw@Gk@Ss@mBUu@Wk@WY@EFK|CKx@e@~@Qz@]r@IPIDY^Kr@Ot@Yr@IFKBW@FTJrAOlCA~@BpEH`AP|@Jb@Vn@zBzDb@z@l@`An@vA|@`Bf@jAz@~AdBpCv@tAb@n@\\l@b@|@dApB~Af@XR~@d@xCfCXn@@HGx@Ml@Gz@Ap@B|@BNJPd@Nb@ZD?`An@bAv@fAdA^n@r@p@`@f@^\\rAxAzAxBNp@DhBExDB|BAPQp@Ez@K|@Dt@BvBAfADx@TxAHv@F~BHb@LtA@l@A`ABx@XzCd@rI@l@e@n@OHMCy@aAm@e@c@Kc@C_@Dw@Ri@Tg@NIHk@Vk@PWT[hBEF', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.410014601424336, -0.6389238126575947]","[51.40941387042403, -0.6384973414242268]",3.417,5.12,70.0,True,152.5,175.0,False,True,70.2,38.0,10742160773.0,10742160773,garmin_ping_299202068722,False,1,0,False,,,,
9,2,"{'id': 47605604, 'resource_state': 1}",Nice Jog,4501.6,1258,1258,53.7,Run,Run,0.0,10013094885,2023-10-10T15:12:42Z,2023-10-10T16:12:42Z,(GMT+00:00) Europe/London,3600.0,,,,4,8,1,1,0,"{'id': 'a10013094885', 'summary_polyline': 's}wxHtv{B\\HLCHELUC_@Uk@EEUIe@j@q@f@WZiAt@u@Z_CLe@HOAg@Fk@GQB]Ck@Ge@Di@D_@NQN[RWH_@\\UZe@^MFoAjBm@h@}@lAWn@IN]^gAR[P_AdAWn@M|@{@vC_@|AWhBMlB?PP`GFnARnBPrE?z@VrEJhALvELbAJ`CNtATfA`AlDl@bBH\\Th@`B~CRVf@t@Pb@ZVXLb@d@jA`@h@ZpAd@j@TBDZJj@\\z@VVV~@Zh@XbA\\j@b@f@Xt@Xv@`@f@Pt@HZJb@VHO\\}ATk@d@{@dBoBj@}@r@gBTg@NSVUb@u@LK\\kAJsAbAmEAcBBe@A_BTkANmBHk@Ps@NaAJe@Bm@DSPqDPyA^aFHo@JyB?y@EeAIeEMkABkB@OAUMe@IcACwCGkA?gAYqC?aAMy@Ae@COIMGe@GO?{AA{@Bi@Ag@O[@y@G}AM_@?GM_@a@e@_BkAiA]g@EUL[Dc@Na@R}@h@g@`@{@b@Eh@', 'resource_state': 2}",False,False,False,False,everyone,False,g9147311,"[51.40970505774021, -0.6386638898402452]","[51.40940146520734, -0.6382859498262405]",3.578,6.182,70.8,True,150.8,173.0,False,True,70.5,42.8,10729066398.0,10729066398,garmin_ping_298871335065,False,2,1,False,,,,
